1-Wire/iButton Part Number: DS1921G-F5
1-Wire/iButton Registration Number: 980000002B448621
Is Mission Active?  true
Mission Start:  Sat Jun 16 19:26:00 PDT 2018
Sample Rate:  Every 60 minute(s)
Number of Mission Samples:  6664
Total Samples:  413166
Roll Over Enabled?  false
Roll Over Occurred?  Roll over has occurred
Active Alarms:  Clock
Next Clock Alarm At:  Sun Mar 24 00:00:00 PDT 2019
High Temperature Alarm:  85 �C
Low Temperature Alarm:  -40 �C

Date/Time,Unit,Value
2018-07-08, 1:26:00 AM,C,16.5
2018-07-08, 2:26:00 AM,C,16
2018-07-08, 3:26:00 AM,C,15.5
2018-07-08, 4:26:00 AM,C,15.5
2018-07-08, 5:26:00 AM,C,15
2018-07-08, 6:26:00 AM,C,15.5
2018-07-08, 7:26:00 AM,C,16.5
2018-07-08, 8:26:00 AM,C,16.5
2018-07-08, 9:26:00 AM,C,16.5
2018-07-08, 10:26:00 AM,C,16.5
2018-07-08, 11:26:00 AM,C,17
2018-07-08, 12:26:00 PM,C,17
2018-07-08, 1:26:00 PM,C,17
2018-07-08, 2:26:00 PM,C,17
2018-07-08, 3:26:00 PM,C,17.5
2018-07-08, 4:26:00 PM,C,17.5
2018-07-08, 5:26:00 PM,C,20.5
2018-07-08, 6:26:00 PM,C,18.5
2018-07-08, 7:26:00 PM,C,17.5
2018-07-08, 8:26:00 PM,C,16
2018-07-08, 9:26:00 PM,C,16
2018-07-08, 10:26:00 PM,C,16
2018-07-08, 11:26:00 PM,C,16.5
2018-07-09, 12:26:00 AM,C,16.5
2018-07-09, 1:26:00 AM,C,17
2018-07-09, 2:26:00 AM,C,15
2018-07-09, 3:26:00 AM,C,14.5
2018-07-09, 4:26:00 AM,C,14
2018-07-09, 5:26:00 AM,C,14
2018-07-09, 6:26:00 AM,C,14
2018-07-09, 7:26:00 AM,C,15
2018-07-09, 8:26:00 AM,C,16
2018-07-09, 9:26:00 AM,C,16
2018-07-09, 10:26:00 AM,C,16
2018-07-09, 11:26:00 AM,C,16.5
2018-07-09, 12:26:00 PM,C,17
2018-07-09, 1:26:00 PM,C,18
2018-07-09, 2:26:00 PM,C,18.5
2018-07-09, 3:26:00 PM,C,18
2018-07-09, 4:26:00 PM,C,19
2018-07-09, 5:26:00 PM,C,19
2018-07-09, 6:26:00 PM,C,18
2018-07-09, 7:26:00 PM,C,17
2018-07-09, 8:26:00 PM,C,16.5
2018-07-09, 9:26:00 PM,C,15.5
2018-07-09, 10:26:00 PM,C,15
